10.801;6.42049;4.93755;4.69463;4.08614;2.81101;2.59629;2.43605;2.9306;2.62204;2.3781;2.8535;2.34284;2.54964;3.10372;2.6874;3.09212;2.8228;2.83587;2.89646;9.6228;
79.7941;40.3527;30.4119;25.6405;21.9755;20.4847;19.8157;26.0454;22.0927;28.5052;30.8495;27.9651;27.6326;22.1128;20.7655;18.4451;16.722;16.2307;15.915;15.29;78.7049;
199.488;101.843;74.157;51.0013;45.629;43.5422;56.0384;54.0641;45.6271;48.2214;50.9434;49.3671;42.55;43.7706;43.3264;48.0419;46.2971;44.4114;37.6116;42.2845;196.801;
793.115;392.089;271.74;199.544;162.88;134.69;163.521;162.023;155.764;149.87;154.028;166.59;169.916;151.313;159.595;179.559;169.287;176.885;178.876;190.703;767.474;
2644.34;1233.87;787.986;584.518;463.66;387.205;634.739;596.9;551.391;515.12;463.349;482.192;446.515;440.511;490.488;545.123;587.681;673.081;795.422;885.405;2617.56;
12843;6828.47;4304.22;3094.86;2348.24;1914.55;2853.15;2611.24;2680.82;2550.69;2431.66;2557.24;2666.04;2576.6;2818.24;2931.39;3209.67;3669.53;4051.03;4534.36;12629.9;
